City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,lorengau,-2.0226,147.2712,79.72,87,100,14.83,PG,1692387332
368,afaahiti,-17.75,-149.2833,78.67,69,69,24.07,PF,1692387332
369,st. john's,47.5649,-52.7093,70.99,77,100,8.05,CA,1692387308
370,brenham,30.1669,-96.3977,105.98,33,0,6.91,US,1692387332
371,bubaque,11.2833,-15.8333,80.64,85,100,15.57,GW,1692387332
372,haiku-pauwela,20.9219,-156.3051,81.18,68,9,11.01,US,1692387225
373,trincomalee,8.5711,81.2335,81.64,76,100,20.51,LK,1692387333
374,suksun,57.1431,57.3949,66.83,69,49,4.68,RU,1692387333
375,pokaran,26.9167,71.9167,87.89,51,100,19.46,IN,1692387333
376,taroa,8.7058,171.2275,82.89,76,25,11.18,MH,1692387334
377,fereydun kenar,36.6864,52.5225,80.67,64,1,2.59,IR,1692387334
378,geraldton,-28.7667,114.6,46.81,93,0,9.22,AU,1692387334
379,ghormach,35.7306,63.7826,78.49,18,0,5.17,AF,1692387334
380,ta`u,-14.2336,-169.5144,82.13,75,53,18.81,AS,1692387335
381,verkhnevilyuysk,63.4453,120.3167,58.89,78,84,9.73,RU,1692387335
382,kaspiyskiy,45.3929,47.3707,81.73,55,19,10.58,RU,1692387335
383,usogorsk,63.4106,48.6872,47.05,75,1,7.2,RU,1692387336
384,tortoli,39.9256,9.6572,76.82,88,0,16.11,IT,1692387336
385,villa corona,20.4167,-103.6833,80.91,43,99,2.64,MX,1692387336
386,levuka,50.1834,-105.4011,91.22,28,20,24.16,CA,1692387336
387,pasighat,28.0667,95.3333,78.19,97,96,2.48,IN,1692387336
388,anna regina,7.2644,-58.5077,85.06,70,20,3.96,GY,1692387337
389,souillac,-20.5167,57.5167,70.18,83,20,2.3,MU,1692387337
390,marsa alam,25.0757,34.8918,91.54,54,5,8.3,EG,1692387337
391,duluth,46.7833,-92.1066,78.55,43,0,17.27,US,1692387252
392,alofi,-19.0595,-169.9187,76.89,94,24,3.44,NU,1692387337
393,west end,26.6833,-78.9667,87.78,71,99,2.42,BS,1692387338
394,stephenville,32.2207,-98.2023,108.93,16,0,6.91,US,1692387338
395,sanghar,26.0466,68.9481,81.32,71,14,19.26,PK,1692387339
396,hamilton,39.1834,-84.5333,79.93,53,40,10.36,US,1692386838
397,mikun',62.3547,50.0771,48.45,71,0,7.18,RU,1692387339
398,zhezqazghan,47.7833,67.7667,74.7,28,10,4.59,KZ,1692387339
399,vila velha,-20.3297,-40.2925,78.75,69,20,17.27,BR,1692387340
400,novobod,39.0108,70.1508,66.72,25,0,1.3,TJ,1692387340
401,dakhla,23.6848,-15.958,73.42,83,20,20.71,EH,1692387340
402,tynda,55.1667,124.7167,47.61,91,50,2.21,RU,1692387340
403,wellington,-41.2866,174.7756,51.06,87,75,16.11,NZ,1692387333
404,niamey,13.5137,2.1098,86.29,66,20,6.91,NE,1692387340
405,sinjai,-5.1241,120.253,75.72,83,100,2.71,ID,1692387341
406,zhangye,38.9342,100.4517,70.79,40,100,1.3,CN,1692387341
407,singa,13.15,33.9333,82.22,61,13,8.81,SD,1692387341
408,ed damer,17.5928,33.9592,92.5,37,100,29.21,SD,1692387341
409,businga,3.3333,20.8833,72.19,90,96,2.15,CD,1692387341
410,quiberon,47.4841,-3.1196,70.11,86,46,5.99,FR,1692387342
411,whakatane,-37.9585,176.9854,38.52,99,99,1.01,NZ,1692387342
412,malabar,-33.9667,151.25,49.05,56,6,8.05,AU,1692387342
413,arraial do cabo,-22.9661,-42.0278,82.36,65,0,18.41,BR,1692387142
414,labasa,-16.4167,179.3833,77.23,86,42,4.21,FJ,1692387342
415,puerto deseado,-47.7503,-65.8938,41.32,92,100,20.89,AR,1692387342
416,dila,6.4167,38.3167,64.54,80,87,4.5,ET,1692387343
417,hasaki,35.7333,140.8333,80.31,88,0,3.98,JP,1692387343
418,mont-tremblant,46.1949,-74.6264,67.59,83,73,4.61,CA,1692387337
419,carutapera,-1.195,-46.02,82.22,74,100,11.79,BR,1692387344
420,adelaide,-34.9333,138.6,55.85,89,100,11.5,AU,1692387134
421,howrah,22.5892,88.3103,82.4,89,40,5.75,IN,1692387167
422,flin flon,54.7682,-101.865,67.84,73,100,6.91,CA,1692387345
423,fortuna,40.5982,-124.1573,67.12,87,0,12.66,US,1692387345
424,tozeur,33.9197,8.1335,99.0,22,20,3.44,TN,1692387345
425,sidi bouzid,35.0382,9.4849,86.31,27,42,5.93,TN,1692387346
426,chigorodo,7.6664,-76.6811,87.6,74,40,4.61,CO,1692387346
427,cambuga,13.6167,122.45,77.05,91,27,3.6,PH,1692387346
428,prado,-17.3411,-39.2208,74.43,70,0,10.49,BR,1692387346
429,nishinoomote,30.7333,131.0,80.31,88,83,8.46,JP,1692387346
430,qamdo,31.1667,97.2333,44.78,89,100,3.18,CN,1692387347
431,misliyah,17.4599,42.5572,91.38,54,13,7.11,SA,1692387347
432,mukalla,14.5425,49.1242,87.03,64,5,5.12,YE,1692387347
433,bode saadu,8.9333,4.7833,76.55,92,94,5.39,NG,1692387347
434,amursk,50.2261,136.8994,66.72,88,30,3.58,RU,1692387348
435,popondetta,-8.7537,148.2534,69.82,92,58,2.01,PG,1692387348
436,uruzgan,32.8333,66.0,70.02,12,0,1.48,AF,1692387348
437,barcelona,41.3888,2.159,85.14,80,20,5.75,ES,1692387349
438,yuzhno-kurilsk,44.0306,145.8556,64.47,95,47,3.65,RU,1692387349
439,motueka,-41.1333,173.0167,45.1,85,100,0.54,NZ,1692387349
440,kone,-21.0595,164.8658,61.38,77,4,3.94,NC,1692387349
441,seme,15.1942,-12.9448,89.65,48,94,6.26,SN,1692387349
442,torghay,49.6339,63.4981,78.19,38,68,9.28,KZ,1692387349
443,quellon,-43.1167,-73.6167,46.65,76,75,3.44,CL,1692387350
444,uliastay,47.7417,96.8444,49.69,42,87,5.44,MN,1692387350
445,gaspe,48.8334,-64.4819,62.82,100,100,9.22,CA,1692387350
446,pimentel,-6.8367,-79.9342,79.09,53,75,17.27,PE,1692387350
447,enugu-ezike,6.9825,7.457,72.68,97,95,4.45,NG,1692387350
448,puerto armuelles,8.2833,-82.8667,86.16,72,99,3.0,PA,1692387350
449,korla,41.7597,86.1469,79.86,31,95,3.11,CN,1692387350
450,bonthe,7.5264,-12.505,77.94,86,100,8.01,SL,1692387356
451,cockburn town,21.4612,-71.1419,84.16,74,75,11.5,TC,1692387356
452,labrador city,52.9463,-66.9114,64.31,94,75,6.91,CA,1692387356
453,tangalle,6.024,80.7911,78.8,84,100,11.45,LK,1692387356
454,kincardine,56.0667,-3.7167,64.27,86,100,15.64,GB,1692387357
455,tuy hoa,13.0833,109.3,77.85,87,52,5.26,VN,1692387357
456,playa del carmen,20.6274,-87.0799,93.22,73,20,11.5,MX,1692387357
457,coquimbo,-29.9533,-71.3436,65.93,63,0,12.66,CL,1692387075
458,gonzales,30.2385,-90.9201,99.99,39,0,8.05,US,1692387357
459,usinsk,65.9939,57.5281,45.57,90,100,23.76,RU,1692387357
460,karaton,-6.3424,106.1045,70.32,86,55,0.27,ID,1692387357
461,chibougamau,49.9168,-74.3659,64.02,94,100,13.8,CA,1692387357
462,poronaysk,49.2167,143.1167,59.02,97,14,2.39,RU,1692387358
463,mulbagal,13.1667,78.4,72.93,73,99,14.47,IN,1692387358
464,borovskoy,53.8,64.15,68.74,60,73,6.4,KZ,1692387358
465,eaglehawk,-36.7333,144.25,42.57,59,50,6.15,AU,1692387358
466,mount isa,-20.7333,139.5,55.17,50,50,4.61,AU,1692387358
467,gamba,-2.65,10.0,72.03,89,97,5.14,GA,1692387358
468,okhotsk,59.3833,143.3,57.07,95,0,4.97,RU,1692387358
469,ngereklmadel,7.4883,134.4856,77.09,88,100,9.22,PW,1692387358
470,abilene,32.4487,-99.7331,110.17,15,0,14.97,US,1692387061
471,ginir,7.1333,40.7,61.43,67,5,4.85,ET,1692387206
472,lodwar,3.1191,35.5973,85.98,35,1,15.28,KE,1692387359
473,kamareddi,18.3167,78.35,70.57,94,100,10.04,IN,1692387359
474,fort bragg,35.139,-79.006,91.54,43,75,5.75,US,1692387365
475,ndioum,16.5129,-14.6471,91.29,35,100,7.14,SN,1692387365
476,el abiodh sidi cheikh,32.893,0.5484,87.87,24,100,13.2,DZ,1692387365
477,savanna-la-mar,18.219,-78.1332,87.75,66,27,3.8,JM,1692387366
478,freetown,8.484,-13.2299,76.71,100,75,3.44,SL,1692387366
479,ketchikan,55.3422,-131.6461,61.27,67,100,8.05,US,1692387366
480,an nuhud,12.7,28.4333,81.68,56,7,2.68,SD,1692387367
481,novyy urengoy,66.0833,76.6333,49.89,65,0,5.19,RU,1692387367
482,birendranagar,28.6019,81.6339,75.72,91,99,2.62,NP,1692387367
483,berrotaran,-32.451,-64.3887,59.88,34,3,7.54,AR,1692387367
484,bonawon,9.134,122.9193,79.18,80,100,1.12,PH,1692387368
485,minas de marcona,-15.2119,-75.1103,59.09,73,57,16.22,PE,1692387368
486,kuytun,54.3419,101.5036,49.77,88,81,10.71,RU,1692387369
487,pulgaon,20.7333,78.3333,71.8,95,100,13.67,IN,1692387369
488,allariz,42.1904,-7.8018,67.69,70,28,5.01,ES,1692387370
489,daru,-9.0763,143.2092,76.96,61,99,10.04,PG,1692387370
490,al bardiyah,31.7561,25.0865,78.64,81,0,12.62,LY,1692387370
491,twin falls,42.3505,-114.6445,86.34,30,0,9.22,US,1692387370
492,necochea,-38.5473,-58.7368,49.98,62,5,19.1,AR,1692387371
493,san pedro pochutla,15.7333,-96.4667,91.71,53,74,6.93,MX,1692387371
494,sechura,-5.5569,-80.8222,80.53,54,0,17.31,PE,1692387372
495,barreirinhas,-2.7469,-42.8264,83.01,66,9,12.06,BR,1692387372
496,strelka,58.0728,93.0344,48.49,97,21,3.53,RU,1692387372
497,lapinlahti,65.5833,30.5667,50.77,69,6,3.24,RU,1692387372
498,noosa heads,-26.3833,153.15,60.12,50,0,18.34,AU,1692387378
499,west pymble,-33.7667,151.1333,48.54,64,4,1.01,AU,1692387378
500,zhumysker,49.3333,49.4,80.37,25,4,9.75,KZ,1692387378
501,sosnogorsk,63.6023,53.8817,49.08,65,5,10.85,RU,1692387378
502,guerrero negro,27.9769,-114.0611,83.39,44,10,11.56,MX,1692387281
503,broome,42.2506,-75.833,71.98,63,100,14.97,US,1692387379
504,port-vila,-17.7338,168.3219,71.2,88,100,3.44,VU,1692387379
505,arona,28.0996,-16.681,76.42,60,0,14.97,ES,1692387379
506,nogliki,51.8333,143.1667,56.86,98,61,5.39,RU,1692387379
507,nyurba,63.2842,118.3319,60.03,67,91,12.03,RU,1692387380
508,kapa'a,22.0752,-159.319,84.52,77,40,13.8,US,1692387380
509,troitsko-pechorsk,62.7084,56.1964,52.95,64,100,12.86,RU,1692387380
510,fort payne,34.4442,-85.7197,88.43,54,40,11.5,US,1692387380
511,ouadda,8.0777,22.4007,69.55,96,50,1.45,CF,1692387380
512,flagstaff,35.1981,-111.6513,79.83,45,20,10.36,US,1692387380
513,malyye derbety,47.9547,44.6808,83.07,23,61,7.96,RU,1692387380
514,shingu,33.7333,135.9833,76.98,92,52,3.38,JP,1692387381
515,nakskov,54.8373,11.1284,64.11,96,35,20.65,DK,1692387381
516,mhamid,29.82,-5.72,98.91,11,3,7.72,MA,1692387381
517,namtsy,62.7161,129.6658,58.03,92,100,5.77,RU,1692387381
518,kovernino,57.1253,43.8142,65.37,79,94,8.97,RU,1692387381
519,abu jibeha,11.4562,31.2285,73.67,78,3,3.94,SD,1692387382
520,tabalah,19.95,42.4,87.04,36,70,10.63,SA,1692387382
521,puerto carreno,6.189,-67.4859,93.18,55,40,5.75,CO,1692387382
522,fort st. john,56.2499,-120.8529,53.49,62,100,12.66,CA,1692387382
523,asind,25.7333,74.3333,79.41,66,73,10.98,IN,1692387382
524,bukittinggi,-0.3091,100.3706,66.31,99,99,1.68,ID,1692387383
525,piet retief,-27.0071,30.8132,54.37,89,100,5.08,ZA,1692387384
526,saint-paul,-21.0096,55.2707,71.69,93,13,1.01,RE,1692387385
527,al jawf,29.5,38.75,94.17,11,0,6.71,SA,1692387385
528,rio grande,-32.035,-52.0986,64.51,95,100,6.62,BR,1692387385
529,sao joao da barra,-21.6403,-41.0511,82.49,81,0,19.89,BR,1692387385
530,muriti,-1.9833,32.9167,75.07,71,34,6.17,TZ,1692387386
531,kota belud,6.351,116.4305,77.04,86,100,4.21,MY,1692387386
532,sakakah,29.9697,40.2064,99.97,12,0,7.83,SA,1692387386
533,roma,43.2128,-75.4557,70.95,54,40,19.57,US,1692387294
534,sokoni,-6.4333,39.55,75.06,78,6,13.51,TZ,1692387386
535,mejit,10.2753,170.8646,82.72,77,100,16.02,MH,1692387387
536,smithers,54.7804,-127.1743,62.92,45,20,10.36,CA,1692387312
537,coahuayana de hidalgo,18.7,-103.6583,89.74,58,100,7.05,MX,1692387387
538,oriximina,-1.7656,-55.8661,96.24,33,28,5.84,BR,1692387151
539,tual,-5.6667,132.75,77.97,81,30,21.07,ID,1692387387
540,tonkino,57.3726,46.4629,66.33,85,92,9.89,RU,1692387388
541,ceeldheer,3.8488,47.1806,76.26,85,99,17.72,SO,1692387388
542,tvoroyri,61.5556,-6.8111,52.74,95,99,21.03,FO,1692387388
543,nampula,-15.1165,39.2666,69.75,83,0,9.22,MZ,1692387325
544,vertientes,21.2594,-78.1464,81.21,57,85,13.42,CU,1692387388
545,sanya,18.2431,109.505,84.36,89,20,4.47,CN,1692387389
546,el calafate,-50.3408,-72.2768,32.43,89,95,1.32,AR,1692387383
547,gongzhuling,43.5008,124.8198,65.07,95,34,5.44,CN,1692387389
548,tralee,52.2704,-9.7026,64.45,97,100,17.34,IE,1692387389
549,port-cartier,50.0334,-66.8654,64.62,92,100,12.15,CA,1692387198
550,tangzhai,34.4328,116.5911,74.19,84,0,5.97,CN,1692387389
551,chishmy,54.5765,55.3764,73.63,40,30,2.01,RU,1692387389
552,magadan,59.5667,150.8,57.76,83,0,2.91,RU,1692387389
553,beroroha,-21.6667,45.1667,70.47,55,21,2.73,MG,1692387390
554,lospalos,-8.5186,127.0025,65.97,93,28,3.74,TL,1692387390
555,panguipulli,-39.6333,-72.3333,46.4,77,80,2.3,CL,1692387390
556,drama,41.1544,24.1394,84.58,43,0,6.33,GR,1692387390
557,kununurra,-15.7667,128.7333,80.58,34,75,12.66,AU,1692387391
558,sundargarh,22.1167,84.0333,78.46,91,99,1.14,IN,1692387391
559,wynyard,-41.0,145.7167,52.45,89,100,12.86,AU,1692387391
560,tanggu,39.0211,117.6469,80.56,73,100,3.58,CN,1692387183
561,demidov,55.2706,31.515,68.7,90,52,3.98,RU,1692387391
562,seydi,39.4816,62.9137,84.42,18,0,9.46,TM,1692387391
563,general jose de san martin,-26.5374,-59.3416,62.26,91,98,10.07,AR,1692387391
564,newman,37.3138,-121.0208,91.06,22,0,4.09,US,1692387392
565,axim,4.8699,-2.2405,75.06,92,100,5.48,GH,1692387392
566,baranchinskiy,58.1617,59.6991,67.84,73,62,4.83,RU,1692387392
567,indianola,41.3581,-93.5574,80.91,49,87,12.55,US,1692387175
568,crane,31.3974,-102.3501,102.16,13,0,17.67,US,1692387158
569,hammerfest,70.6634,23.6821,46.85,93,75,9.22,NO,1692387393
570,aketi,2.7388,23.7833,72.12,98,95,1.74,CD,1692387393
571,las vegas,36.175,-115.1372,94.44,30,0,24.0,US,1692386935
572,tartagal,-22.5164,-63.8013,77.41,41,97,6.87,AR,1692387393
573,malango,-2.9627,119.9001,63.75,97,94,1.68,ID,1692387393
574,ciudad lazaro cardenas,17.9583,-102.2,85.98,67,93,8.66,MX,1692387394
575,rouyn-noranda,48.2398,-79.0288,51.89,100,100,13.8,CA,1692387341
576,steamboat springs,40.485,-106.8317,85.33,38,40,11.5,US,1692387394
577,aban,56.67,96.06,50.97,98,66,7.78,RU,1692387394
578,winnemucca,40.973,-117.7357,89.65,17,0,4.61,US,1692387394
579,sai buri,6.7013,101.6168,78.37,85,100,7.25,TH,1692387394
580,ussel,45.55,2.3167,69.8,55,93,1.81,FR,1692387394
581,salem,11.65,78.1667,76.75,75,100,3.91,IN,1692387360
582,porbandar,21.6422,69.6093,79.77,79,100,14.72,IN,1692387395
583,sumbawa besar,-8.5,117.4333,68.34,88,92,4.12,ID,1692387395
584,dongsheng,39.8161,109.9776,66.54,27,1,6.08,CN,1692387395
585,marechal candido rondon,-24.5561,-54.0567,66.13,88,92,11.72,BR,1692387395
